"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","chrom"
1381.2496272249,-4.64560593278317,0.110963624474712,-41.8660255085835,0,0,"olf413","chr3L"
569.648704540051,-3.24848270933297,0.126510630473322,-25.6775473901223,2.08277098134009e-145,9.25062731362202e-142,"CG1674","chr4"
355.511595347664,3.68397160382069,0.150029093111484,24.555048140451,3.82004527798431e-133,1.13111540681116e-129,"blanks","chr3L"
2378.28644187201,-2.08558528959106,0.0980607311318318,-21.2683024643904,2.23213077829405e-100,4.95700442589651e-97,"CG42324","chr3L"
1093.22615977294,-2.25487013403435,0.107354818118447,-21.0039025127545,6.04133549768216e-98,1.07330366451821e-94,"boi","chrX"
856.385599610287,-2.61252010873084,0.128288750424327,-20.3643741176812,3.46248528807723e-92,5.12620946899834e-89,"CG34398","chr2L"
882.216534174686,2.49121557463688,0.132145642123988,18.8520448695496,2.82700405237619e-79,3.58746814246538e-76,"nAChRalpha6","chr2L"
256.035547562147,-2.97537374244693,0.164159692231346,-18.1248740296968,2.02807015119015e-73,2.25191839412777e-70,"CG31999","chr4"
560.075239617231,-2.13132476269623,0.117746986703052,-18.1008858262441,3.13583831966793e-73,3.09507242151225e-70,"beat-IIIc","chr2L"
879.058555352678,-2.13619877385963,0.118794795502119,-17.9822589435033,2.68334021964764e-72,2.383611117113e-69,"hoe1","chr2L"
370.986643777325,-2.36442933816571,0.132354398698708,-17.8643804921672,2.23398495834284e-71,1.80404439863268e-68,"CG17716","chr2R"
1203.18766086995,-1.84568557038469,0.104869541453623,-17.5998249329708,2.47086811778253e-69,1.82906012418852e-66,"Nepl4","chr2L"
257.082523323336,-5.07842594860753,0.292306925826979,-17.3736080123313,1.30740457807891e-67,8.93359605159609e-65,"CG34437","chr3R"
268.639532922081,3.19410572558716,0.194747696212976,16.4012503752244,1.8734210361737e-60,1.18868564745221e-57,"CG8500","chr3R"
845.557393310661,-1.81139596425599,0.118178418048096,-15.3276376023141,4.99836902817078e-53,2.96003413848274e-50,"GILT1","chr3R"
184.428967481831,-2.97317493956619,0.194151408441955,-15.3136923570404,6.194518108067e-53,3.43911902212245e-50,"tutl","chr2L"
1000.17453212446,-1.66053569292723,0.108717629896911,-15.2738400800477,1.14242706887337e-52,5.96951744282481e-50,"Aldh7A1","chr3L"
2065.78597677368,-1.2969829155144,0.0850644094307897,-15.2470689468509,1.72191009868267e-52,8.49762633699897e-50,"CG3635","chr2L"
575.4996266995,1.94620422298986,0.128542519774814,15.1405482512658,8.74813572547709e-52,4.08998366575858e-49,"Nrx-1","chr3R"
200.792437369427,-2.74045577006507,0.188329168788119,-14.55141435445,5.7207897792249e-48,2.54088878044274e-45,"CG10936","chr2R"
390.34404172122,-1.84869755876846,0.1286500446684,-14.3699721483467,7.986335772063e-47,3.37822003158265e-44,"Glt","chr2L"
131.276856361153,-2.74279957354802,0.20597601562406,-13.3161114183026,1.86575137308628e-40,7.53339520323882e-38,"sns","chr2R"
662.802194954753,-1.3996136131173,0.106394598649518,-13.1549310856265,1.59428802284233e-39,6.15741761169932e-37,"Pura","chr3L"
2794.77840681283,-1.1867647369622,0.092161940147611,-12.8769504533154,6.06863868699775e-38,2.24615489402504e-35,"mgl","chrX"
135.286599932456,-5.60561537283587,0.437556736971123,-12.8111737271819,1.41970694907603e-37,5.04450273145696e-35,"CG4587","chr2L"
858.237639654648,-1.48858832208373,0.116281093271868,-12.8016367940691,1.60531530765039e-37,5.484621491484e-35,"Ser","chr3R"
966.565920719066,-1.46514518645109,0.114511998494158,-12.7946870696335,1.75558209099405e-37,5.77586507937043e-35,"sn","chrX"
1520.96835471738,-1.52537315251766,0.120196090162579,-12.6907052505154,6.6583507008292e-37,2.11236175983806e-34,"CG10550","chr3R"
169.376657978738,-2.82515773439737,0.22341936129265,-12.6450891187393,1.19089434144037e-36,3.64783256379822e-34,"vis","chr2R"
129.541230788801,4.78043419209371,0.385455781644323,12.4020300634765,2.54785747721246e-35,7.5442059900261e-33,"CG12078","chr3L"
1195.96476251878,-1.12722418042008,0.0909860544344771,-12.3889774914006,2.99842075549434e-35,8.59192631324394e-33,"CG45263","chr3R"
971.404031818,-1.19077659127675,0.0973456014085536,-12.2324642721055,2.08515341543412e-34,5.78825555915664e-32,"net","chr2L"
478.989036060423,-1.5344876714019,0.125701635201983,-12.2073803490003,2.8388303460877e-34,7.64161514069607e-32,"Prx2540-2","chr2R"
59.753857439219,-4.9129256615245,0.403106497959563,-12.1876617876235,3.61649474467946e-34,9.44862435793755e-32,"spz4","chr2L"
301.711640538473,-1.97971033313636,0.168114875097481,-11.7759379233303,5.19361883515973e-32,1.31814046036354e-29,"betaTub97EF","chr3R"
530.740608487522,-1.2895078399053,0.112243837688755,-11.4884510941352,1.50791313152645e-30,3.72077565204151e-28,"CG40470","chr3L"
1478.98659312652,-0.991022160952343,0.0867813621527627,-11.4197580721057,3.33160062116298e-30,7.78805482047126e-28,"CG31743","chr2L"
1478.98659312652,-0.991022160952343,0.0867813621527627,-11.4197580721057,3.33160062116298e-30,7.78805482047126e-28,"CG34313","chr2L"
1427.61584891311,-0.989056956222212,0.0867348224829842,-11.4032279989533,4.02897813018069e-30,9.1767724949731e-28,"vri","chr2L"
2414.30969549079,-0.927996382934114,0.0817562940900323,-11.3507637945548,7.35176634917233e-30,1.63264351199244e-27,"Sulf1","chr3R"
196.464080801437,2.15781941476166,0.190609409156928,11.3206342976759,1.03718727478964e-29,2.24715477120888e-27,"CG13707","chr3L"
130.102577291609,-2.29356789675934,0.205450269972934,-11.163615881651,6.14407131098057e-29,1.29947108227239e-26,"side-V","chr2R"
1295.6625144911,1.08121977032654,0.0969336920447931,11.1542204523367,6.82887117249667e-29,1.41071773547181e-26,"scaf","chr2R"
414.651155670947,1.40041545069532,0.125866198579946,11.126223453915,9.3514026581292e-29,1.88792067754913e-26,"CG17264","chr2L"
465.476890085226,-1.40352705679719,0.127379932418169,-11.0184314762362,3.11438579529948e-28,6.0141497868794e-26,"mspo","chr2R"
1381.03318808922,1.12123619345641,0.101752802663128,11.0192168088822,3.08733534356359e-28,6.0141497868794e-26,"nau","chr3R"
607.871454425263,1.18663948206433,0.108363703592373,10.9505253394444,6.6063348183723e-28,1.24859728067236e-25,"CG44245","chr2R"
3248.21291836083,-0.945659368381908,0.0874558892293022,-10.8129867149651,2.98780861846082e-27,5.52931332453905e-25,"SoxN","chr2L"
10647.006391257,-0.818370705457983,0.076045938592843,-10.7615307352522,5.22942113512282e-27,9.48019345781552e-25,"eIF5B","chr3L"
263.564569116745,1.73552128930471,0.163112225122673,10.6400442272151,1.94037218518078e-26,3.44726522419217e-24,"CG10359","chr3L"
1377.5160283065,-1.49421607820052,0.141978035005585,-10.5242763652965,6.6772530761818e-26,1.16302037403378e-23,"ATP8B","chr3R"
61.046231819877,-3.07345162342294,0.295525144465143,-10.3999665713232,2.48020189889081e-25,4.23685258997059e-23,"Sytalpha","chr2L"
390.275655681477,1.35655668415227,0.13294353062466,10.2040067521769,1.90257787048611e-24,3.18879230632606e-22,"CG33926","chr3L"
411.331291557529,-1.50621824821174,0.148109099588079,-10.1696536701718,2.70870048059592e-24,4.45581229058029e-22,"CG12896","chr2R"
2544.13884655871,-0.884098875804191,0.0871613945050489,-10.1432392267769,3.55124585998513e-24,5.7355849044087e-22,"mld","chr3R"
111.245248838336,-2.10348125888917,0.208820425309044,-10.0731585800389,7.26080839326773e-24,1.15174573138209e-21,"Pkg21D","chr2L"
