"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","chrom"
1281.44984975842,-0.49998151610824,0.120558632067162,-4.14720628075562,3.36556813308974e-05,0.298963417262362,"CG8180","chr2R"
192.963068826126,-0.804041908539058,0.210225226763789,-3.82466900341359,0.000130947894499076,0.581605073417648,"tinc","chr3R"
391.670247104225,0.0931385944612391,0.13710268389311,0.679334582055687,0.496925889417392,1,"128up","chr2R"
5147.11856707277,0.0334849300673849,0.0745338315458158,0.44925813382882,0.653245455340902,1,"14-3-3epsilon","chr3R"
4338.68732806942,0.038762808261572,0.08128286143663,0.476887840517184,0.633441991030818,1,"14-3-3zeta","chr2R"
527.630215967887,-0.161223955694325,0.136474129030484,-1.18135178322561,0.237463003983723,1,"18w","chr2R"
863.019992609825,-0.102249577633902,0.120366258836238,-0.849487045809204,0.395610335438897,1,"26-29-p","chr3L"
312.785553331405,-0.0164405699944062,0.154405100479955,-0.106476858233971,0.915204015472257,1,"312","chr3L"
6.29148697301111,0.315270939359049,1.05332117908668,0.299311307527695,0.764702527686739,1,"5-HT2A","chr3R"
73.5142583593438,-0.510716367431337,0.316701632655513,-1.61261046603716,0.106829163227515,1,"5-HT2B","chr3R"
13.8698574965876,-0.643321554915578,0.833845811115631,-0.771511406952871,0.440403863769673,1,"7B2","chr3R"
1047.85692865134,-0.189073112563062,0.132259122775141,-1.42956575392165,0.152841690350828,1,"a","chr2R"
165.54862131657,-0.289020318949411,0.235186516893653,-1.22889833467835,0.219109925935372,1,"AANAT1","chr2R"
434.971105560875,0.120536966994825,0.139842476357821,0.861948172931391,0.38871603828768,1,"Aatf","chr2L"
161.91669800467,0.125301660305486,0.272478497084756,0.45985889399012,0.645617506941417,1,"aay","chr3L"
106.476076688807,-0.291180485909602,0.26582787757385,-1.09537227083607,0.273353577178874,1,"ab","chr2L"
478.165811367625,0.0849783358868026,0.130513210678923,0.651109075048798,0.514976078751725,1,"ABCB7","chr3L"
305.359161472398,-0.0811237121402788,0.163496727472423,-0.496179424471733,0.619767826391568,1,"abs","chr3R"
262.818560592887,0.0937712487778635,0.210703489373402,0.445038898296008,0.656291643772315,1,"Ac3","chr2L"
815.431104380517,0.0845704528633662,0.133997932770979,0.631132519095713,0.527953879975966,1,"Ac76E","chr3L"
39.6655663227521,-0.0816564188547223,0.403252766475445,-0.202494379811514,0.839530251668622,1,"Acbp2","chr3L"
938.428593310475,0.000484406831614476,0.11206885691442,0.00432240360927734,0.996551231633592,1,"Acer","chr2L"
558.214748365874,0.152866423479044,0.127166910403379,1.20209276921288,0.229327587554945,1,"Acf","chr3R"
25.7209054029565,-0.814552401191659,0.537095200864774,-1.51658849284103,0.129370612481896,1,"Achl","chr2R"
1358.9450234838,-0.0289283147818222,0.102448199744697,-0.282370162227467,0.777659691561371,1,"Ack","chr3L"
774.079624365521,-0.0260724295734475,0.108083392621388,-0.241225122020162,0.809380641155052,1,"Acn","chr2L"
